millisec, event-type, event-code, event-value
14105, 0, 0, 0
14108, 2, 1, -1
14108, 0, 0, 0
14111, 2, 0, 1
14111, 0, 0, 0
14113, 2, 1, -1
14113, 0, 0, 0
14129, 4, 4, 589829
14129, 1, 276, 1
14129, 0, 0, 0
14141, 2, 0, 1
14141, 0, 0, 0
14153, 2, 0, 1
14153, 0, 0, 0
14194, 2, 1, -1
14194, 0, 0, 0
14201, 2, 1, -1
14201, 0, 0, 0
14203, 2, 0, -1
14203, 0, 0, 0
14205, 2, 1, -1
14205, 0, 0, 0
14207, 2, 0, -1
14207, 2, 1, -1
14207, 0, 0, 0
14210, 2, 1, -1
14210, 0, 0, 0
14211, 2, 0, -1
14211, 0, 0, 0
14213, 2, 1, -1
14213, 0, 0, 0
14215, 2, 0, -1
14215, 0, 0, 0
14216, 2, 1, -1
14216, 0, 0, 0
14221, 2, 1, -1
14221, 0, 0, 0
14222, 2, 0, -1
14222, 0, 0, 0
14233, 2, 0, -1
14233, 0, 0, 0
14285, 4, 4, 589829
14285, 1, 276, 0
14285, 0, 0, 0
