millisec, event-type, event-code, event-value
87042, 0, 0, 0
87295, 1, 58, 2
87295, 0, 0, 1
87335, 1, 58, 2
87335, 0, 0, 1
87375, 1, 58, 2
87375, 0, 0, 1
87415, 1, 58, 2
87415, 0, 0, 1
87455, 1, 58, 2
87455, 0, 0, 1
87499, 1, 58, 2
87499, 0, 0, 1
87539, 1, 58, 2
87539, 0, 0, 1
87579, 1, 58, 2
87579, 0, 0, 1
87619, 1, 58, 2
87619, 0, 0, 1
87659, 1, 58, 2
87659, 0, 0, 1
87699, 1, 58, 2
87699, 0, 0, 1
87739, 1, 58, 2
87739, 0, 0, 1
87779, 1, 58, 2
87779, 0, 0, 1
87819, 1, 58, 2
87819, 0, 0, 1
87859, 1, 58, 2
87859, 0, 0, 1
87899, 1, 58, 2
87899, 0, 0, 1
87943, 1, 58, 2
87943, 0, 0, 1
87983, 1, 58, 2
87983, 0, 0, 1
88023, 1, 58, 2
88023, 0, 0, 1
88063, 1, 58, 2
88063, 0, 0, 1
88103, 1, 58, 2
88103, 0, 0, 1
88147, 1, 58, 2
88147, 0, 0, 1
88187, 1, 58, 2
88187, 0, 0, 1
88227, 1, 58, 2
88227, 0, 0, 1
88267, 1, 58, 2
88267, 0, 0, 1
88307, 1, 58, 2
88307, 0, 0, 1
88351, 1, 58, 2
88351, 0, 0, 1
88391, 1, 58, 2
88391, 0, 0, 1
88435, 1, 58, 2
88435, 0, 0, 1
88475, 1, 58, 2
